biodegradation_time_days,biodegradation_percentage,study_id,instance,adjusted_hb_ratio_formulation_mol,adjusted_hv_ratio_formulation_mol,biodegradation_condition,degradation_mechanism,additives,t_biodeg,degradation_environment,additive_type_1,additive1_percentage_wt,additive_type_2,additive2_percentage_wt,additive_type_3,additive3_percentage_wt,sample_shape_morphology,pha_degrading_microbes
127.0,71.0,7,3,95.545,2.955,aerobic,microbial_biodegradation,yes,28.0,compost_organic_fertilizer,functional_additive,0.5,not_applicable,0.0,stabilizer,1.0,films,diverse_environmental
134.0,78.0,7,3,95.545,2.955,aerobic,microbial_biodegradation,yes,28.0,compost_organic_fertilizer,functional_additive,0.5,not_applicable,0.0,stabilizer,1.0,films,diverse_environmental
139.0,83.0,7,3,95.545,2.955,aerobic,microbial_biodegradation,yes,28.0,compost_organic_fertilizer,functional_additive,0.5,not_applicable,0.0,stabilizer,1.0,films,diverse_environmental
147.0,88.0,7,3,95.545,2.955,aerobic,microbial_biodegradation,yes,28.0,compost_organic_fertilizer,functional_additive,0.5,not_applicable,0.0,stabilizer,1.0,films,diverse_environmental
154.0,94.0,7,3,95.545,2.955,aerobic,microbial_biodegradation,yes,28.0,compost_organic_fertilizer,functional_additive,0.5,not_applicable,0.0,stabilizer,1.0,films,diverse_environmental
161.0,99.0,7,3,95.545,2.955,aerobic,microbial_biodegradation,yes,28.0,compost_organic_fertilizer,functional_additive,0.5,not_applicable,0.0,stabilizer,1.0,films,diverse_environmental
1.0,2.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
1.0,12.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
1.0,16.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
2.0,23.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
3.0,27.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
3.0,33.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
4.0,38.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
6.0,43.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
7.0,45.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
7.0,47.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
8.0,50.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
8.0,51.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
9.0,55.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
10.0,57.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
11.0,63.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
12.0,65.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
13.0,68.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
13.0,69.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
14.0,70.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
15.0,73.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
16.0,75.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
17.0,77.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
19.0,81.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
20.0,83.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
21.0,83.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
23.0,88.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
25.0,87.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
27.0,88.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
28.0,89.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
30.0,89.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
31.0,91.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
33.0,92.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
35.0,93.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
36.0,94.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
39.0,95.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
50.0,97.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
52.0,97.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
54.0,98.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
56.0,97.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
57.0,98.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
60.0,98.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
62.0,99.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
64.0,98.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
66.0,98.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
69.0,98.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
71.0,98.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
73.0,98.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
76.0,98.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
78.0,99.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
81.0,99.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
84.0,99.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
86.0,99.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
89.0,99.0,15,1,97.0,3.0,aerobic,surface_erosion_driven_biodegradation,no,58.0,compost_organic_fertilizer,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
1.0,7.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
1.0,10.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
2.0,21.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
2.0,24.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
3.0,27.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
3.0,30.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
3.0,33.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
4.0,36.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
4.0,37.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
5.0,40.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
5.0,42.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
6.0,43.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
6.0,46.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
7.0,49.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
8.0,52.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
9.0,54.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
10.0,58.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
12.0,62.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
13.0,65.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
14.0,67.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
16.0,72.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
18.0,76.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
19.0,78.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
20.0,80.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
22.0,81.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
24.0,82.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
25.0,82.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
27.0,84.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
29.0,85.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
30.0,87.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
32.0,88.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
34.0,89.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
36.0,91.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
36.0,91.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
38.0,92.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
39.0,93.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
41.0,94.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
42.0,94.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
43.0,96.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
43.0,96.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
44.0,97.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
46.0,97.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
48.0,98.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
50.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
52.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
54.0,100.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
56.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
58.0,100.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
60.0,100.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
62.0,100.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
64.0,100.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
66.0,100.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
68.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
68.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
69.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
71.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
73.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
75.0,100.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
77.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
79.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
81.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
83.0,100.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
84.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
86.0,100.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
88.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
90.0,99.0,15,2,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,filler,15.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_fungi_mixed
1.0,4.0,15,3,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,not_applicable,0.0,filler,15.0,not_applicable,0.0,films,bacteria_dominated
1.0,12.0,15,3,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,not_applicable,0.0,filler,15.0,not_applicable,0.0,films,bacteria_dominated
3.0,19.0,15,3,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,not_applicable,0.0,filler,15.0,not_applicable,0.0,films,bacteria_dominated
3.0,22.0,15,3,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,not_applicable,0.0,filler,15.0,not_applicable,0.0,films,bacteria_dominated
3.0,25.0,15,3,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,not_applicable,0.0,filler,15.0,not_applicable,0.0,films,bacteria_dominated
4.0,29.0,15,3,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,not_applicable,0.0,filler,15.0,not_applicable,0.0,films,bacteria_dominated
4.0,32.0,15,3,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,not_applicable,0.0,filler,15.0,not_applicable,0.0,films,bacteria_dominated
5.0,36.0,15,3,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,not_applicable,0.0,filler,15.0,not_applicable,0.0,films,bacteria_dominated
6.0,40.0,15,3,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,not_applicable,0.0,filler,15.0,not_applicable,0.0,films,bacteria_dominated
7.0,43.0,15,3,82.45,2.55,aerobic,surface_erosion_driven_biodegradation,yes,58.0,compost_organic_fertilizer,not_applicable,0.0,filler,15.0,not_applicable,0.0,films,bacteria_dominated
